symbol,company,industry,market_cap
TXMD,"TherapeuticsMD, Inc.",Drug Manufacturers - Specialty & Generic,12.50M
TXN,Texas Instruments Incorporated,Semiconductors,167.02B
TXNM,"TXNM Energy, Inc.",Utilities - Regulated Electric,6.01B
TXO,"TXO Partners, L.P.",Oil & Gas Exploration & Production,788.89M
TXRH,"Texas Roadhouse, Inc.",Restaurants,11.62B
TXT,Textron Inc.,Aerospace & Defense,13.83B
TYG,Tortoise Energy Infrastructure Corporation,Asset Management,741.31M
TYGO,"Tigo Energy, Inc.",Solar,84.15M
TYL,"Tyler Technologies, Inc.",Software - Application,25.27B
TYRA,"Tyra Biosciences, Inc.",Biotechnology,537.10M
TZOO,Travelzoo,Internet Content & Information,107.51M
TZUP,Thumzup Media Corporation,Advertising Agencies,98.00M
U,Unity Software Inc.,Software - Application,14.02B
UA,"Under Armour, Inc.",Apparel Manufacturing,2.16B
UAA,"Under Armour, Inc.",Apparel Manufacturing,2.20B
UAL,"United Airlines Holdings, Inc.",Airlines,28.92B
UAMY,United States Antimony Corporation,Other Industrial Metals & Mining,451.39M
UAN,"CVR Partners, LP",Agricultural Inputs,945.77M
UAVS,"AgEagle Aerial Systems, Inc.",Computer Hardware,66.10M
UBCP,"United Bancorp, Inc.",Banks - Regional,81.41M
UBER,"Uber Technologies, Inc.",Software - Application,188.90B
UBFO,United Security Bancshares,Banks - Regional,152.74M
UBS,UBS Group AG,Banks - Diversified,124.42B
UBSI,"United Bankshares, Inc.",Banks - Regional,5.07B
UBXG,U-BX Technology Ltd.,Software - Infrastructure,60.27M
UCAR,U Power Limited,Auto & Truck Dealerships,10.88M
UCB,"United Community Banks, Inc.",Banks - Regional,3.60B
UCL,uCloudlink Group Inc.,Telecom Services,139.62M
UCTT,"Ultra Clean Holdings, Inc.",Semiconductor Equipment & Materials,1.00B
UDMY,"Udemy, Inc.",Education & Training Services,999.79M
UDR,"UDR, Inc.",REIT - Residential,13.64B
UE,Urban Edge Properties,REIT - Retail,2.57B
UEC,Uranium Energy Corp.,Uranium,4.31B
UEIC,Universal Electronics Inc.,Consumer Electronics,63.62M
UFCS,"United Fire Group, Inc.",Insurance - Property & Casualty,761.96M
UFG,Uni-Fuels Holdings Limited,Marine Shipping,105.35M
UFI,"Unifi, Inc.",Textile Manufacturing,81.34M
UFPI,"UFP Industries, Inc.",Lumber & Wood Production,5.75B
UFPT,"UFP Technologies, Inc.",Medical Devices,1.65B
UG,"United-Guardian, Inc.",Household & Personal Products,36.16M
UGI,UGI Corporation,Utilities - Regulated Gas,7.55B
UGP,Ultrapar Participações S.A.,Oil & Gas Refining & Marketing,3.23B
UGRO,"urban-gro, Inc.",Farm & Heavy Construction Machinery,5.80M
UHAL,U-Haul Holding Company,Rental & Leasing Services,11.25B
UHAL.B,U-Haul Holding Company,Rental & Leasing Services,10.35B
UHG,"United Homes Group, Inc.",Residential Construction,238.15M
UHS,"Universal Health Services, Inc.",Medical Care Facilities,10.92B
UHT,Universal Health Realty Income Trust,REIT - Healthcare Facilities,534.57M
UI,Ubiquiti Inc.,Communication Equipment,28.13B
UIS,Unisys Corporation,Information Technology Services,263.07M
UK,Ucommune International Ltd,Real Estate Services,2.12M
UL,Unilever PLC,Household & Personal Products,150.53B
ULBI,Ultralife Corporation,Electrical Equipment & Parts,113.18M
ULCC,"Frontier Group Holdings, Inc.",Airlines,755.19M
ULH,"Universal Logistics Holdings, Inc.",Trucking,602.95M
ULS,UL Solutions Inc.,Specialty Business Services,13.30B
ULTA,"Ulta Beauty, Inc.",Specialty Retail,22.41B
ULY,Urgent.ly Inc.,Software - Application,7.03M
UMAC,"Unusual Machines, Inc.",Computer Hardware,351.47M
UMBF,UMB Financial Corporation,Banks - Regional,8.34B
UMC,United Microelectronics Corporation,Semiconductors,17.03B
UMH,"UMH Properties, Inc.",REIT - Residential,1.38B
UNB,"Union Bankshares, Inc.",Banks - Regional,117.55M
UNCY,"Unicycive Therapeutics, Inc.",Biotechnology,50.69M
UNF,UniFirst Corporation,Specialty Business Services,3.23B
UNFI,"United Natural Foods, Inc.",Food Distribution,1.52B
UNH,UnitedHealth Group Incorporated,Healthcare Plans,228.94B
UNIT,Uniti Group Inc.,REIT - Specialty,985.57M
UNM,Unum Group,Insurance - Life,11.82B
UNP,Union Pacific Corporation,Railroads,130.26B
UNTY,"Unity Bancorp, Inc.",Banks - Regional,475.47M
UOKA,MDJM Ltd,Lodging,2.68M
UONE,"Urban One, Inc.",Broadcasting,35.61M
UONEK,"Urban One, Inc.",Broadcasting,29.28M
UP,Wheels Up Experience Inc.,Airports & Air Services,1.01B
UPB,"Upstream Bio, Inc.",Biotechnology,894.36M
UPBD,"Upbound Group, Inc.",Software - Application,1.24B
UPC,Universe Pharmaceuticals INC,Drug Manufacturers - Specialty & Generic,2.06M
UPLD,"Upland Software, Inc.",Software - Application,53.23M
UPS,"United Parcel Service, Inc.",Integrated Freight & Logistics,73.15B
UPST,"Upstart Holdings, Inc.",Credit Services,6.11B
UPWK,Upwork Inc.,Internet Content & Information,1.78B
UPXI,"Upexi, Inc.",Internet Content & Information,330.98M
URBN,"Urban Outfitters, Inc.",Apparel Retail,6.98B
URG,Ur-Energy Inc.,Uranium,441.90M
URGN,UroGen Pharma Ltd.,Biotechnology,843.86M
URI,"United Rentals, Inc.",Rental & Leasing Services,55.96B
UROY,Uranium Royalty Corp.,Uranium,344.09M
USAC,"USA Compression Partners, LP",Oil & Gas Equipment & Services,2.91B
USAR,"USA Rare Earth, Inc.",Other Industrial Metals & Mining,1.46B
USAS,Americas Gold and Silver Corporation,Other Industrial Metals & Mining,695.53M
USAU,U.S. Gold Corp.,Gold,172.38M
USB,U.S. Bancorp,Banks - Regional,69.34B
USCB,"USCB Financial Holdings, Inc.",Banks - Regional,332.30M
USEA,United Maritime Corporation,Marine Shipping,14.27M
USEG,U.S. Energy Corp.,Oil & Gas Exploration & Production,40.45M
USFD,US Foods Holding Corp.,Food Distribution,17.62B
USGO,U.S. GoldMining Inc.,Other Industrial Metals & Mining,98.32M
USIO,"Usio, Inc.",Software - Infrastructure,38.55M
USLM,"United States Lime & Minerals, Inc.",Building Materials,3.23B
USM,United States Cellular Corporation,Telecom Services,6.65B
USNA,"USANA Health Sciences, Inc.",Packaged Foods,535.73M
USPH,"U.S. Physical Therapy, Inc.",Medical Care Facilities,1.32B
UTHR,United Therapeutics Corporation,Drug Manufacturers - Specialty & Generic,13.59B
UTI,"Universal Technical Institute, Inc.",Education & Training Services,1.40B
UTL,Unitil Corporation,Utilities - Diversified,807.44M
UTMD,"Utah Medical Products, Inc.",Medical Instruments & Supplies,180.89M
UTSI,UTStarcom Holdings Corp.,Communication Equipment,22.49M
UTZ,"Utz Brands, Inc.",Packaged Foods,1.77B
UUU,"Universal Safety Products, Inc",Building Products & Equipment,7.79M
UUUU,Energy Fuels Inc.,Uranium,2.21B
UVE,"Universal Insurance Holdings, Inc.",Insurance - Property & Casualty,675.11M
UVSP,Univest Financial Corporation,Banks - Regional,824.12M
UVV,Universal Corporation,Tobacco,1.33B
UWMC,UWM Holdings Corporation,Mortgage Finance,7.26B
UXIN,Uxin Limited,Auto & Truck Dealerships,783.44M
UYSC,UY Scuti Acquisition Corp.,Shell Companies,77.35M
V,Visa Inc.,Credit Services,647.15B
VABK,Virginia National Bankshares Corporation,Banks - Regional,199.18M
VAC,Marriott Vacations Worldwide Corporation,Resorts & Casinos,2.44B
VACH,Voyager Acquisition Corp.,Shell Companies,328.95M
VAL,Valaris Limited,Oil & Gas Equipment & Services,3.30B
VALE,Vale S.A.,Other Industrial Metals & Mining,43.33B
VALN,Valneva SE,Biotechnology,717.80M
VALU,"Value Line, Inc.",Financial Data & Stock Exchanges,363.65M
VANI,"Vivani Medical, Inc.",Biotechnology,74.65M
VATE,INNOVATE Corp.,Engineering & Construction,63.21M
VBIX,Viewbix Inc.,Internet Content & Information,31.07M
VBNK,VersaBank,Banks - Regional,328.78M
VBTX,"Veritex Holdings, Inc.",Banks - Regional,1.69B
VC,Visteon Corporation,Auto Parts,3.09B
VCEL,Vericel Corporation,Biotechnology,1.79B
VCIC,Vine Hill Capital Investment Corp.,Shell Companies,309.17M
VCIG,VCI Global Limited,Consulting Services,23.32M
VCTR,"Victory Capital Holdings, Inc.",Asset Management,4.74B
VCYT,"Veracyte, Inc.",Diagnostics & Research,2.20B
VECO,Veeco Instruments Inc.,Semiconductor Equipment & Materials,1.44B
VEEA,Veea Inc.,Information Technology Services,46.69M
VEEE,Twin Vee Powercats Co.,Recreational Vehicles,4.68M
VEEV,Veeva Systems Inc.,Health Information Services,45.26B
VEL,"Velocity Financial, Inc.",Mortgage Finance,688.05M
VENU,Venu Holding Corporation,Restaurants,622.46M
VEON,VEON Ltd.,Telecom Services,3.96B
VERA,"Vera Therapeutics, Inc.",Biotechnology,1.29B
VERB,"Verb Technology Company, Inc.",Software - Application,961.96M
VERI,"Veritone, Inc.",Software - Infrastructure,166.92M
VERO,Venus Concept Inc.,Medical Devices,4.57M
VERU,Veru Inc.,Biotechnology,52.62M
VERX,"Vertex, Inc.",Software - Application,3.99B
VET,Vermilion Energy Inc.,Oil & Gas Exploration & Production,1.12B
VFC,V.F. Corporation,Apparel Manufacturing,4.61B
VFF,"Village Farms International, Inc.",Farm Products,259.50M
VFS,VinFast Auto Ltd.,Auto Manufacturers,8.14B
VG,"Venture Global, Inc.",Oil & Gas Midstream,29.21B
VGAS,"Verde Clean Fuels, Inc.",Utilities - Renewable,111.14M
VGZ,Vista Gold Corp.,Gold,131.07M
VHC,VirnetX Holding Corporation,Software - Infrastructure,65.70M
VHI,"Valhi, Inc.",Chemicals,439.53M
VIAV,Viavi Solutions Inc.,Communication Equipment,2.42B
VICI,VICI Properties Inc.,REIT - Diversified,35.00B
VICR,Vicor Corporation,Electronic Components,2.08B
VIK,Viking Holdings Ltd,Travel Services,25.61B
VINP,Vinci Compass Investments Ltd.,Asset Management,603.99M
VIOT,"Viomi Technology Co., Ltd","Furnishings, Fixtures & Appliances",236.00M
VIPS,Vipshop Holdings Limited,Internet Retail,7.88B
VIR,"Vir Biotechnology, Inc.",Biotechnology,594.56M
VIRC,Virco Mfg. Corporation,"Furnishings, Fixtures & Appliances",127.09M
VIRT,"Virtu Financial, Inc.",Capital Markets,6.43B
VIST,"Vista Energy, S.A.B. de C.V.",Oil & Gas Exploration & Production,4.51B
VITL,"Vital Farms, Inc.",Farm Products,2.06B
VIV,Telefônica Brasil S.A.,Telecom Services,19.67B
VIVK,"Vivakor, Inc.",Oil & Gas Integrated,45.11M
VIVS,"VivoSim Labs, Inc.",Biotechnology,4.63M
VKTX,"Viking Therapeutics, Inc.",Biotechnology,4.29B
VLGEA,"Village Super Market, Inc.",Grocery Stores,513.36M
VLN,Valens Semiconductor Ltd.,Semiconductors,223.41M
VLO,Valero Energy Corporation,Oil & Gas Refining & Marketing,40.93B
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",Airlines,646.67M
VLTO,Veralto Corporation,Pollution & Treatment Controls,26.59B
VLY,Valley National Bancorp,Banks - Regional,5.22B
VMAR,Vision Marine Technologies Inc.,Recreational Vehicles,5.64M
VMC,Vulcan Materials Company,Building Materials,37.69B
VMD,"Viemed Healthcare, Inc.",Medical Devices,282.75M
VMEO,"Vimeo, Inc.",Software - Application,628.04M
VMI,"Valmont Industries, Inc.",Conglomerates,7.26B
VNCE,Vince Holding Corp.,Apparel Manufacturing,20.16M
VNDA,Vanda Pharmaceuticals Inc.,Biotechnology,247.58M
VNET,"VNET Group, Inc.",Information Technology Services,2.16B
VNME,Vendome Acquisition Corporation I,Shell Companies,250.00M
VNO,Vornado Realty Trust,REIT - Office,7.50B
VNOM,"Viper Energy, Inc.",Oil & Gas Midstream,10.76B
VNRX,VolitionRx Limited,Medical Devices,63.87M
VNT,Vontier Corporation,Scientific & Technical Instruments,5.92B
VNTG,Vantage Corp,Marine Shipping,161.54M
VOC,VOC Energy Trust,Oil & Gas Exploration & Production,47.43M
VOD,Vodafone Group Public Limited Company,Telecom Services,27.83B
VOR,Vor Biopharma Inc.,Biotechnology,252.01M
VOXR,Vox Royalty Corp.,Other Precious Metals & Mining,174.86M
VOYA,"Voya Financial, Inc.",Financial Conglomerates,6.84B
VOYG,"Voyager Technologies, Inc.",Aerospace & Defense,1.73B
VPG,"Vishay Precision Group, Inc.",Scientific & Technical Instruments,348.18M
VRA,"Vera Bradley, Inc.",Footwear & Accessories,53.63M
VRAR,"The Glimpse Group, Inc.",Software - Infrastructure,26.32M
VRAX,Virax Biolabs Group Limited,Biotechnology,3.30M
VRCA,Verrica Pharmaceuticals Inc.,Biotechnology,61.97M
VRDN,"Viridian Therapeutics, Inc.",Biotechnology,1.38B
VRE,"Veris Residential, Inc.",REIT - Residential,1.40B
VREX,Varex Imaging Corporation,Medical Devices,405.66M
VRME,"VerifyMe, Inc.",Security & Protection Services,9.73M
VRNA,Verona Pharma plc,Biotechnology,9.07B
VRNS,"Varonis Systems, Inc.",Software - Infrastructure,6.09B
VRNT,Verint Systems Inc.,Software - Infrastructure,1.20B
VRRM,Verra Mobility Corporation,Information Technology Services,3.78B
VRSK,"Verisk Analytics, Inc.",Consulting Services,37.38B
VRSN,"VeriSign, Inc.",Software - Infrastructure,24.98B
VRT,Vertiv Holdings Co,Electrical Equipment & Parts,53.40B
VRTS,"Virtus Investment Partners, Inc.",Asset Management,1.28B
VRTX,Vertex Pharmaceuticals Incorporated,Biotechnology,96.01B
VS,Versus Systems Inc.,Software - Application,10.83M
VSA,TCTM Kids IT Education Inc.,Education & Training Services,82.86M
VSAT,"Viasat, Inc.",Communication Equipment,3.43B
VSCO,Victoria's Secret & Co.,Apparel Retail,1.70B
VSEC,VSE Corporation,Aerospace & Defense,3.19B
VSEE,"VSee Health, Inc.",Health Information Services,13.79M
VSH,"Vishay Intertechnology, Inc.",Semiconductors,1.89B
VSME,VS MEDIA Holdings Limited,Advertising Agencies,64.93M
VST,Vistra Corp.,Utilities - Independent Power Producers,67.79B
VSTA,Vasta Platform Limited,Education & Training Services,339.71M
VSTM,"Verastem, Inc.",Biotechnology,473.90M
VSTS,Vestis Corporation,Rental & Leasing Services,585.37M
VTAK,"Catheter Precision, Inc.",Medical Devices,2.24M
VTEX,VTEX,Software - Application,762.43M
VTGN,"Vistagen Therapeutics, Inc.",Biotechnology,87.13M
VTLE,"Vital Energy, Inc.",Oil & Gas Exploration & Production,531.33M
VTMX,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",Real Estate - Development,2.29B
VTOL,Bristow Group Inc.,Oil & Gas Equipment & Services,1.08B
VTR,"Ventas, Inc.",REIT - Healthcare Facilities,31.35B
VTRS,Viatris Inc.,Drug Manufacturers - Specialty & Generic,11.50B
VTS,"Vitesse Energy, Inc.",Oil & Gas Exploration & Production,959.55M
VTSI,"VirTra, Inc.",Software - Application,81.87M
VTVT,vTv Therapeutics Inc.,Biotechnology,110.87M
VTYX,"Ventyx Biosciences, Inc.",Biotechnology,188.25M
VUZI,Vuzix Corporation,Consumer Electronics,152.48M
VVOS,"Vivos Therapeutics, Inc.",Medical Devices,27.09M
VVPR,VivoPower International PLC,Solar,60.07M
VVV,Valvoline Inc.,Auto & Truck Dealerships,4.90B
VVX,"V2X, Inc.",Aerospace & Defense,1.68B
VWAV,"VisionWave Holdings, Inc.",Aerospace & Defense,93.47M
VXRT,"Vaxart, Inc.",Biotechnology,84.27M
VYGR,"Voyager Therapeutics, Inc.",Biotechnology,170.84M
VYNE,VYNE Therapeutics Inc.,Biotechnology,5.68M
VYX,NCR Voyix Corporation,Information Technology Services,1.70B
VZ,Verizon Communications Inc.,Telecom Services,182.06B
VZLA,Vizsla Silver Corp.,Other Industrial Metals & Mining,1.13B
W,Wayfair Inc.,Internet Retail,9.30B
WAB,Westinghouse Air Brake Technologies Corporation,Railroads,32.81B
WABC,Westamerica Bancorporation,Banks - Regional,1.21B
WAFD,"WaFd, Inc.",Banks - Regional,2.34B
WAFU,Wah Fu Education Group Limited,Education & Training Services,6.29M
WAI,Top KingWin Ltd,Capital Markets,4.06M
WAL,Western Alliance Bancorporation,Banks - Regional,8.44B
WALD,Waldencast plc,Shell Companies,203.72M
WASH,"Washington Trust Bancorp, Inc.",Banks - Regional,528.49M
WAT,Waters Corporation,Diagnostics & Research,16.62B
WATT,Energous Corporation,Scientific & Technical Instruments,10.80M
WAVE,Eco Wave Power Global AB (publ),Utilities - Renewable,44.69M
WAY,Waystar Holding Corp.,Health Information Services,6.01B
WB,Weibo Corporation,Internet Content & Information,2.38B
WBA,"Walgreens Boots Alliance, Inc.",Pharmaceutical Retailers,10.27B
WBD,"Warner Bros. Discovery, Inc.",Entertainment,26.69B
WBS,Webster Financial Corporation,Banks - Regional,9.22B
WBTN,WEBTOON Entertainment Inc.,Internet Content & Information,1.19B
WBUY,Webuy Global Ltd,Internet Retail,5.28M
WBX,Wallbox N.V.,Electronic Components,68.30M
WCC,"WESCO International, Inc.",Industrial Distribution,9.91B
WCN,"Waste Connections, Inc.",Waste Management,49.00B
WCT,Wellchange Holdings Company Limited,Software - Application,10.88M
WD,"Walker & Dunlop, Inc.",Mortgage Finance,2.67B
WDAY,"Workday, Inc.",Software - Application,57.02B
WDC,Western Digital Corporation,Computer Hardware,26.04B
WDFC,WD-40 Company,Specialty Chemicals,2.95B
WDH,Waterdrop Inc.,Insurance - Diversified,669.08M
WDS,Woodside Energy Group Ltd,Oil & Gas Exploration & Production,33.40B
WEAV,"Weave Communications, Inc.",Health Information Services,570.84M
WEC,"WEC Energy Group, Inc.",Utilities - Regulated Electric,35.30B
WELL,Welltower Inc.,REIT - Healthcare Facilities,112.38B
WEN,The Wendy's Company,Restaurants,1.96B
WENN,Wen Acquisition Corp,Shell Companies,383.07M
WERN,"Werner Enterprises, Inc.",Trucking,1.56B
WES,"Western Midstream Partners, LP",Oil & Gas Midstream,14.30B
WEST,Westrock Coffee Company,Packaged Foods,635.49M
WETH,Wetouch Technology Inc.,Real Estate Services,9.55M
WETO,Webus International Limited,Software - Application,46.16M
WEX,WEX Inc.,Software - Infrastructure,5.73B
WEYS,"Weyco Group, Inc.",Footwear & Accessories,285.95M
WF,Woori Financial Group Inc.,Banks - Regional,13.15B
WFC,Wells Fargo & Company,Banks - Diversified,248.56B
WFCF,"Where Food Comes From, Inc.",Specialty Business Services,57.73M
WFF,WF Holding Limited,Specialty Industrial Machinery,23.48M
WFG,West Fraser Timber Co. Ltd.,Lumber & Wood Production,5.59B
WFRD,Weatherford International plc,Oil & Gas Equipment & Services,3.86B
WGO,"Winnebago Industries, Inc.",Recreational Vehicles,847.08M
WGRX,"Wellgistics Health, Inc.",Pharmaceutical Retailers,45.47M
WGS,GeneDx Holdings Corp.,Diagnostics & Research,3.18B
WH,"Wyndham Hotels & Resorts, Inc.",Lodging,6.41B
WHD,"Cactus, Inc.",Oil & Gas Equipment & Services,3.05B
WHF,"WhiteHorse Finance, Inc.",Asset Management,197.33M
WHG,"Westwood Holdings Group, Inc.",Asset Management,145.06M
WHLR,"Wheeler Real Estate Investment Trust, Inc.",REIT - Retail,4.31M
WHR,Whirlpool Corporation,"Furnishings, Fixtures & Appliances",4.60B
WHWK,"Whitehawk Therapeutics, Inc.",Biotechnology,79.65M
WILC,G. Willi-Food International Ltd.,Food Distribution,301.11M
WIMI,WiMi Hologram Cloud Inc.,Advertising Agencies,37.71M
WINA,Winmark Corporation,Specialty Retail,1.39B
WING,Wingstop Inc.,Restaurants,9.17B
WINT,"Windtree Therapeutics, Inc.",Biotechnology,6.50M
WIT,Wipro Limited,Information Technology Services,28.88B
WIX,Wix.com Ltd.,Software - Infrastructure,6.45B
WK,Workiva Inc.,Software - Application,4.03B
WKC,World Kinect Corporation,Oil & Gas Refining & Marketing,1.39B
WKEY,WISeKey International Holding AG,Semiconductors,34.48M
WKHS,Workhorse Group Inc.,Auto Manufacturers,16.10M
WKSP,Worksport Ltd.,Auto Parts,18.15M
WLAC,Willow Lane Acquisition Corp.,Shell Companies,177.97M
WLDN,"Willdan Group, Inc.",Engineering & Construction,1.65B
WLDS,Wearable Devices Ltd.,Consumer Electronics,1.51M
WLFC,Willis Lease Finance Corporation,Rental & Leasing Services,1.02B
WLGS,"WANG & LEE GROUP, Inc.",Engineering & Construction,2.06M
WLK,Westlake Corporation,Specialty Chemicals,9.86B
WLKP,Westlake Chemical Partners LP,Chemicals,786.52M
WLY,"John Wiley & Sons, Inc.",Publishing,2.06B
WLYB,"John Wiley & Sons, Inc.",Publishing,2.06B
WM,"Waste Management, Inc.",Waste Management,95.51B
WMB,"The Williams Companies, Inc.",Oil & Gas Midstream,70.90B
WMG,Warner Music Group Corp.,Entertainment,16.49B
WMK,"Weis Markets, Inc.",Grocery Stores,1.75B
WMS,"Advanced Drainage Systems, Inc.",Building Products & Equipment,10.24B
WMT,Walmart Inc.,Discount Stores,829.40B
WNC,Wabash National Corporation,Farm & Heavy Construction Machinery,399.15M
